Sample,Book_Name
press done probable said sinclair agree must lose sight others fact sometime box cleared letter posted westminster bridge post office content know oclock man call home secretary either expected well known sir james know said boyce surely said collins opened door take straight library man may actual murderer going statement housekeeper may turn tissue lie think good enough actress man stay half hour let home secretary sir james writes letter post return go room complaining feeling sleepy said sinclair hear certainly said collins mr simmons said reliable good lock asks disturbed remains far know till murder take place find door locked window fastened apparent mean escape one room jove cool hand said sinclair time talking sir james letter way central news might arrived must calculated thing pretty well undoubtedly probably knew telephone house collins got handed round cigar box resumed seat continued face grave home secretary open attack may refused,4
westerham looking take granted prepared believe far good tell captain melun present moment engaged deal stupendous proportion mentioned sum hope net quarter million paused looked round men continued stare openmouthed remaining entirely silent beyond speech glancing crow westerham saw satisfaction evidently much amazed beginning look uneasy well gentleman westerham continued unnecessary mention name people assisting captain melun enterprise really believe dont even know enterprise exception one know business may involve dirtier work melun may care hand westerham paused saw crow face pale ash intuition proved correct gentleman cried rising pointing accusing finger crow man know lie shrieked crow lie matter ten thousand pound melun swore silence followed westerham laughed loud long gentleman said last ask ever man completely condemned mouth tide anger turned swept towards crow great clamour men curse shouted explanation hubbub came loud knocking turning direction sound saw melun smiling pleasantlooking ever pounding floor stick negro stood behind,1
gable pretty closely another scotland yard man spent night empty house saw nothing faintly heard ringing bell smith spun around upon rapidly swear snapped swear declared weymouth stolidly seemed head sitting diningroom gone heard nothing whatever unusual nature following death mr maddison gable remained empty ago french gentleman named lejay leased furnished yes nothing removed kept place order married couple living neighbourhood undertook man attended lawn forth woman came week believe clean house lejay came last week leased house six month family joined day two aid pair mentioned assisted french servant brought putting place order twelve oclock friday night servant ran neighbouring house screaming fiery hand last constable arrived frightened group went avenue gable found lejay dead avenue near step outside hall door face horror tale press snapped smith owner managed keep quiet far time think leak pressyes short silence gable saturday there scrap evidence man undoubtedly died fright way,2
shock stated shortly mr robinson left come knock door opening confronted tall powerfullooking man quite certain gentleman well dressed lounge suit black bowler hat valet surprise dismay wore mask face continuing valet say le time took make statement stranger rushed flat seized throat vicelike grip assailant pushed gagwhich apparently consists torn pillowcaseinto mouth throwing floor partially stunned stranger bound hand foot subsequently lifting bodily bed left ransacked room top bottom far judged present theft motive stranger extraordinary proceeding single thing missing mr robinson room though every piece paper turned every article clothing evidently searched presumably mysterious assailant looking particular object expected whether found open question light thrown matter mr robinson return mr robinson said westerham return hailing hansom directed man drive fast could bruton street way rather troubled fact called mme estelle quite possible time police discovered afternoon unless chauffeur discreet usual bruton street westerham found room much condition newspaper,1
place well examined floor search thorough room upstairs lay silent figure dead statesman decided body remain house doctor examination taken place house home office expert conducted fussy little doctor summoned first wormed way assist full importance met doctor diningroom well said sinclair found anything extracted bullet said broughton home office doctor might expected fit empty cartridge exactly similar five pity said collins doctor looked surprise sinclair gave laugh nothing straightforward satisfies collins said love mystery would liked found rifle bullet bullet there accounting taste said part glad enough find thing fitting thats said collins there one thing cant make probably nothing queer extensive experience sort thing know bullet penetrated brain revolver bullet calibre fired distance smashed back skull made dreadful wound heavy army type sent policeman sheep head harder human skull fired back garden look mess made showed gruesome sight suggestion make said sinclair thing think half charge used deaden,4
stopped even could go twentyfive think river would raise he afraid let get collection pierre jarrett karen lawrence intended using share go oldarms business competition uhhuh thats smart dunmore approved always better take small loss stopping competition let get big save damnsight bigger loss later soon think pistol sold gladys asked oh month outside rand said continuing explain done first well im glad varcek commented never liked thing happened sooner sold better breakfast finally ended varcek dunmore left premix plant rand debated moment wisdom speaking gladys missing pistol decided wait suspicion better verified minute gunroom going lane fleming armsbooks shelf workbench without finding trace book catalogued collection got hat coat went garage took car stopped raining time dingy sky showed broken spot like bit bluing badlyrusted piece steel got car front arnold river redbrick house wondering going go wanted door shop unlocked opened slow clanging doorchime interior dark shade pulled,0
next time buttling job ritter leaned forward light dunmore better shot right hand left commented didnt come within yard scored twelveoclock center right necktie rand glanced burst roar obscene blasphemy seven dollar fifty cent paid tie three week ago concluded grandmother make patchwork quilt god varcek stared rand unbelievingly hit youre wounded necktie rand reassured hole shirt reached latter garment rummaged though evict small trespasser brought hand holding battered caliber bullet held show varcek ritter sure ritter grinned varcek didnt know superman im wearing bulletproof vest mick mckenna loaned yesterday rand enlightened varcek never wore one damn thing help ill never wear one im damn near stewed alive think hot youd right hadnt wearing ritter reminded knew since yesterday would varcek asked knew one would rand replied quite reason thinking might dunmore one good one suspecting mean dislike firearm could feigned could overcome rand replied mean knowledge biology biochemistry youd,0
inconvenience awkward dispose poirot smiled idea jewel tell monsieur know man called marquis commissary leant forward excitedly marquis said marquis think mixed affair poirot ask know commissary made expressive grimace much like observed ruefully work behind scene understand underling dirty work one high sure come criminal class frenchman yes least believe sure worked france england america series robbery switzerland last autumn laid door account grand seigneur speaking french english equal perfection origin mystery poirot nodded rose take departure tell u nothing poirot urged commissary present said poirot may news awaiting hotel carrge looked uncomfortable marquis concerned began stopped upset idea complained caux upset mine said poirot contrary think agrees well au revoir monsieur news importance come communicate immediately walked back hotel grave face absence telegram come taking papercutter pocket slit open long telegram read twice slowly putting pocket upstairs george awaiting master fatigued george much fatigued order small pot chocolate,5
found restraint sobriety concerned apparently authorship anonymous letter righting betty harlowe jim felt defrauded meet man said must forgotten shall hanaud assured led door inner wall close observation window opened see please wait disappointment deepened jims face added oh ask shut door bring chair itso keep door ajar see hear yet seen content would prefer stage whole time like actor yes event throw part friendly grin turned back table shuffling step merged next step curiously slovenly sound rose courtyard time made little arrangement said hanaud undertone come hero steppe jim popped head doorway monsieur hanaud whispered excitedly monsieur hanaud can not wise leave window open courtyard hear footstep loudly room anything said room easily overheard court true hanaud replied voice struck forehead fist anger folly day hot room oven lady waberski faint besides officer plain clothes already stationed court see kept empty yes risk jim drew back man doesnt welcome,3
calera asked could think people might born slave people taken captive suppose time sold nebuhinabenoz sold elsewhere one person consequencethe son king priest god gathon dard suggested safar yes nation wherever bloodfeud u cavuhinavoran said must thought ill thing unknown enemy look calera begun strip three dead men cried usasu city people land see uncircumcised many slave nebuhinabenoz brought careba hill uncircumcised coruhinirigod said jeseru think sight heart frowned think done satisfied carry hatred u hard question antrath alv said caleras serve god friend suffer go apart pray would take counsel god may aid u illustration illustration part full daylight sun hidden thin rain fell landing around police terminal dhergabar equivalent vall dalla left rocket across black lavalike pavement could see bulky form tortha karf hunched long cloak flat cap pulled brow shook hand vall kissed cheek dalla joined car said nodding toward waiting vehicle yesterday wasnt one better day,6
made awe tropical summer common dancing light dotted irregularly unfamiliar look tonight clump nine elm showed dense irregular mass lacking detail mood claimed friend magnetic thought night beauty served remind somewhere amid london million lurking uncanny whose life mystery whose existence scientific miracle wheres patient rapped smith abrupt query diverted thought new channel footstep disturbed silence highroad patient craned window smith grabbed arm dont lean said drew back glancing surprisedly heaven sake ill tell presently petrie see cant make seems remained standing gate reason seen snapped smith watch elm hand remained upon arm gripping nervously shall say surprised say truth shall add thrilled eerily subdued excitement alert watching smith could mean one thing fumanchu enough set watching keenly set listening sound outside house sound within doubt suspicion dread heaped mind forsyth standing gate never seen knowledge yet something oddly reminiscent man could visit formed part plot yet wound genuine enough,2
least item likely become public knowledge soon ive observed shop know river character id think hed kind crooked deal somebody got doublecrossed else man caught river doublecrossing else river somebody else secret common man wanted monopoly killed river security measure think might fleming pistol depends ill see whether fleming pistol turn anywhere river former possession personally ive decided man drinking river killed arent indication anybody else shop afterward thats case doubt killer walter know snobbish guy river know seems thoroughly aristotelian outlook identified individual classlabels walter course would identified label butler cant imagine river sitting drinking butler would drink people thought equal people identified classlabels equal social importance label antiquarian businessman sound like korzybski pierre said turned onto route village headed east youve read science sanity rand nodded yes first read edition back ive rereading every couple year since principle general semantics come handy business especially criminalinvestigation work like consciousness,0
round hotel thrust hand trapdoor roof brought cab standstill look said quickly men crowd outside waltersand live accompany door like see go drive arouse interest possibly someone may see recognise would awkward mackintosh gave grin agreement alighting three men walked towards hotel approached crowd mackintosh companion drew away westerham see go said bulletheaded man wait moved little opening side street opposite hotel westerham struck across strand pushed way press hotel door closed guarded either side constable glass doorway westerham could see face hall porter peering pale anxious questioning rapped door porter opened policeman making demur seeing porter obviously recognised new arrival end hall gathered number visitor talking excitedly low voice two immensely large solid men seated bench rose westerham entered immediately recognised one inquisitive mr rookley scotland yard rookley stern set face walked forward meet westerham touched forefinger chest waiting said sense coming evil westerham struggled earlier evening swept redoubled,1
kill one said way hit neck would broken see twisted dead man neck think took poison drew knife saw put hand mouth calera exclaimed look see jaw clenched picked one knife used pry dead man jaw apart sniffing lip looking mouth look teeth tongue discolored strange smell antrath alv sniffed turned partner halatane whispered gathon dard nodded first level poison paratimers often carried halatane capsule barbaric timeline last insurance torture holy name safar manner men coruhinirigod demanded would risk life kill would throw away thus came knowing would kill took poison might die quickly without pain calera said torture would wring name nation sent elderly man dress rancher southeast added would try find enemy sooner better gathon dard examining one knivesa folding knife broad singleedged blade locked open spring handle tortoise shell bolstered brass travel said never saw knife workmanship tell coruhinirigod know country outland slave nebuhinabenozs come think might,6
bolt drawn back key turned lock suffered fresh apprehension caught rustle madame skirt outside would rather faced melun woman little apology mme estelle entered setting breakfast immediately withdrew impatience ask question great schooled waiting half hour time went tray faced kathleen boldly looked eye lady kathleen said really ashamed brought treacherous way ask forgive understand tell loving jealous woman mme estelle paused conscious kathleen looked great surprise want continued ask question mean much one captain meluns condition shall marry return father secret yes answered kathleen quietly madame rather flushed face grew white eye blazed passion clenched fist beat air oh liar cried liar oh hard treated like done much kathleen drew back startled amazed assure need fear far concerned father refused comply condition shall refuse end madame however paid little heed kathleen beside rage ah ah cried wait till return ill kill ill kill distorted fury woman face kathleen became,1
wife compartment case seems quite clear said commissary sighing thousand pity murmured mean asked poirot ambition life lay comte de la roche heel time foi thought got otherit nearly satisfactory carrge rubbed nose anything go wrong observed cautiously awkward kettering aristocracy get newspaper made mistake shrugged shoulder forebodingly jewel said commissary think done took plant course said carrge must great inconvenience awkward dispose poirot smiled idea jewel tell monsieur know man called marquis commissary leant forward excitedly marquis said marquis think mixed affair poirot ask know commissary made expressive grimace much like observed ruefully work behind scene understand underling dirty work one high sure come criminal class frenchman yes least believe sure worked france england america series robbery switzerland last autumn laid door account grand seigneur speaking french english equal perfection origin mystery poirot nodded rose take departure tell u nothing poirot urged commissary present said poirot may news awaiting,5
shall inform meet library three andwith little bow bettythe interdict shall raised three said gaily sprang chair stooped picked handkerchief swift supple movement twirled upon heel cried come along ann four people moved towards house betty looked back left glove behind chair said suddenly hanaud hanaud looked back said voice protest oh mademoiselle betty already darted back returned dangling glove hand mademoiselle shall thank asked took cocked head frobisher looking little stiff ha ha young friend said grin like much kindness shown looking proper poker back ask youth good look compared hanaud jim frobisher like hanaud urchin got upper hand worst rejoinder flushed red really rejoinder walked silence house hanaud picking hat stick took leave courtyard big gate ann drifted library jim felt touch upon arm betty standing beside smile amusement upon face didnt really mind going back glove asked say didnt jim amusement softened tenderness wouldnt done world thought,3
disagreement course action situation indeed nightmare acted without knowledge consent king colleague whole brunt blame would borne blame would everlasting shame disgrace miserynot country child diplomatic matter saw full well moment germany came possession fact last great fight among nation would begin story four day ago given week grace czar recover paper consent meluns condition dare disobey czar command possible longer ignore meluns request earnest prayer czar sent special emissary meet lady kathleen rouen majesty knew matter compelled take daughter confidence quite appreciated necessity indeed kind matter though remained insistent term may judge terribly concerned tell representative sent member imperial family even informed content paper may realise desperate position say last accepted offer help much drowning man clutch straw chapter xxiii grisly threat westerham listened lord penshursts long recital great attention time time raised eyebrow rest gave sign astonishment premier concluded westerham rose held hand much time u lord penshurst,1
bodily room realization scandal would unfortunate present restrained marvelled anew ruth could cared certainly fellow bounder worse bounder looked distaste count exquisitely manicured hand called said comte little matter business would advisable think listen derek felt strongly tempted kick refrained hint threat lost upon interpreted way various reason would better hear comte say sat drummed impatiently finger table well said sharply comte way come open allow monsieur offer condolence recent bereavement impertinence said derek quietly go window nodded head towards window beside comte latter moved uneasily send friend monsieur desire said haughtily derek laughed duel eh dear count dont take seriously enough take good deal pleasure kicking promenade de anglais comte anxious take offence merely raised eyebrow murmured english barbarian well said derek say frank said comte come immediately point suit u smiled agreeable fashion go said derek curtly comte looked ceiling joined tip finger together murmured softly come lot,5
turned telephone others waited called several conversation laid receiver turned two editor evening rag said asked got news murder say via central news say careful ascertain whether authentic sent press think say cant guess said sinclair shortly say came form report scotland yard official paper signed superintendent sinclair sinclair turned purple boyce looked large fishy eye really really said unorthodox dont suppose sent sir spluttered sinclair collins intervened answer said sinclair whole time another explanation person called u phone probably murderer curious vain people may stepped far possible he given u valuable clue one can not send letter impunity there post mark time document must obtained said boyce already asked central news send inspection coming hand waited collins turned sinclair telephone call say woman voice well course thought time may man disguised something else said collins mean said boyce almost startled well might boy voice oh surely can not eliminate,4
nodded god could ruth fool exclaimed bitterly talk writing book jewel must ruby first famous ruby said poirot originally part crown jewel russia unique character value almost fabulous rumour lately passed possession american right concluding monsieur purchaser yes said van aldin came possession paris ten day ago pardon monsieur negotiating purchase time little two month thing become known said poirot always pretty formidable crowd track jewel spasm distorted others face remember said brokenly joke made ruth gave told take riviera could afford robbed murdered sake jewel god thing one saysnever dreaming knowing come true sympathetic silence poirot spoke detached manner let u arrange fact order precision according present theory run comte de la roche know purchase jewel easy stratagem induces madame kettering bring stone man mason saw train paris three nodded agreement madame surprised see deal situation promptly mason got way dinner basket ordered know conductor made berth first compartment,5
poor girl said allery known since baby sad blow may good thing sir james fine man selfish absolutely tied could go nowhere warned possible suitor made live life nun gather sander rather bit finger allery looked shrewdly havent taken long find said yes believe able young fellow good family every way desirable reason sir james would hear engagement course awkward private secretary sir james fair minded man get rid domestic reason would ruined prospect couldnt gone actually talked altering mabel give eric collins looked interested cant stand talking let give lift car take thats kind hour train go shall go club youd better come minute club smoking room general talk collins gently led conversation back subject wanted information knew young watson suppose lawyer face hardened yes said shortly knew wastrel rather gathered said collins somewhat wild youth went pace oxford afraid stop said closed mouth way indicated wish continue collins,4
voice began repeat impassive message came concluding word got sinclair pulled together speaking said heard laugh voice oh one particular murderer silence rang bell assistant familiar termed lewis entered someone playing joke sort u find called said abruptly went reading thing absurd something wrong someone would answer minute lewis returned dont seem know downstairs sir new operator exchange seems someone said personal friend must speak oh course old game suppose think funny turned savagely work way lewis find home secretary added ten minute passed knock came door clerk ushered mr collins sylvester collins sherlock holmes anything like successful career bar time many friend expected take silk suddenly thrown whole career started inquiry agent amateur detective though hated expression always claimed merely trying use experience bar practical way however phenomenally successful perhaps luck perhaps keen trained brain good common sense friend wanted upset would call sherlock holmes like red rag bull,4
drama though little suspected fate cast leading rle wondered elthams thought ran parallel mine centred upon unforgettable figure murderous chinaman word exactly smith used seemed sound ear imagine person tall lean feline highshouldered brow like shakespeare face like satan closeshaven skull long magnetic eye true cat green invest cruel cunning entire eastern race accumulated one giant intellect resource science past present mental picture dr fumanchu yellow peril incarnate one man visit elthams doubt responsible mood singular clergyman played part drama two year ago like see smith said suddenly seems pity man like buried burma burma make mess best men doctor said married replied shortly never likely ah hinted something kind know little nayland smith kind man talk much quite soquite know doctor neither buthe growing painfully embarrassedit may dueieri correspondent interior china well said watching sudden eagerness well would desire raisevain hopesnor occasion shall say empty fear buter doctor flushed,2
man might worse take wife instead one flibbertigibbet running nowadays showing leg creator ever intended goodbye dear hope youll enjoy thing seldom seem life heartened prophecy katherine took departure half village came see station including little maid work alice brought stiff wired nosegay cried openly aint many like sobbed alice train finally departed im sure charlie went back girl dairy nobody could kinder miss grey though particular brass dust always one notice youd give thing extra rub cut little piece would day real lady thats call katherines departure st mary mead lady tamplin writes letter well said lady tamplin well laid continental daily mail stared across blue water mediterranean branch golden mimosa hanging head made effective frame charming picture goldenhaired blueeyed lady becoming negligee golden hair owed something art pinkandwhite complexion undeniable blue eye nature gift fortyfour lady tamplin could still rank beauty charming looked lady tamplin thinking say thinking,5
contrary say friend waberski difficult matter exposed mean great scandal issue doubtful good stirring mud oh say hanaud asked smiling pleasantly waberski felt sure ground yes say badly treated friend waberski little talk hard one niece chair slid back bookcase sat gaping stupidly like man shot hanaud sprung foot stood towering table face suddenly dark passion oh say thundered came way paris dijon preside little bargain murder case ihanaud oh ho ho ill teach lesson read bending forward thrust paper official seal report analyst take tell read waberski reached trembling arm afraid venture nearer even paper hand shook could read since never believed charge matter yes muttered doubt made mistake hanaud caught word mistake ah there fine word ill show sort mistake made draw chair table front take penso sheet paperso write letter yes yes waberski agreed bravado gone bearing insinuating slyness quiver head foot write sorry necessary roared hanaud,3
dijonshe say yes received one sunday morning told monsieur hanaud coming paris make end quick eh yes know lie sunday evening question sent arose see mademoiselle betty corner asked letter say destroyed lest believe never received letter contrary say treasureroom sealed knowing quite well write place way htel de brebizart seal removed letter treasureroom must received sunday morning since sunday morning seal affixed know first proposed call draw bow venture know lying curious ever betty harlowe stopped jim frobisher staring look horror eye put tracki came defend cried showed telegram monsieur frobisher would mattered betty harlowe believed innocent hanaud replied gravely frobisher silent well first interview betty harlowe went house whilst betty talked together library yes said jim mademoiselle anns sittingroom found something interested first glance tell cocked head jim hope riddle would divert selfreproaches extent succeeded guess frobisher answered ghost smile treatise sporanthus yes arrowpoison poison leaf trace monsieur,3
faint green light always precursor triumph minute late rendezvous found papopolous daughter arrived apology abject outdid politeness small attention greek looking particularly benign noble evening sorrowful patriarch blameless life zia looking handsome good humoured dinner pleasant one poirot best sparkling self told anecdote made joke paid graceful compliment zia papopolous told many interesting incident career menu carefully selected one wine excellent close dinner papopolous inquired politely tip gave little flutter horse communication withermy bookmaker replied poirot eye two men met wellknown horse eh said poirot friend english call dark horse ah said papopolous thoughtfully must step across casino little flutter roulette table cried poirot gaily casino party separated poirot devoting solely zia whilst papopolous drifted away poirot fortunate zia run good luck soon thousand franc would well observed drily poirot stopped poirots eye twinkled superb exclaimed daughter father mademoiselle zia know stop ah art looked round room can not see,5
sound began attract attention turned perceived behind broken window place patched brown paper corner one sheet paper detached rain trickled upon rhythmical sound flash realized lay room immediately archway listening intently perceived faint sound night thought perceived hissing gas extinguished lampburner unsteadily rose foot found swaying like drunken man reached support stumbling direction wall foot came contact something lay pitched forward fell anticipated crash would put end hope escape fall comparatively noiselessfor fell upon body man lay bound rope close wall moment stayed fell chest fellow captive rising falling beneath breathed knowing life depended upon retaining firm hold upon succeeded overcoming dizziness nausea threatened drown sens moving back knelt upon floor fumbled pocket electric lamp placed raincoat removed whilst unconscious pistol lamp untouched took pressed button directed ray upon face man beside nayland smith trussed fastened ring wall lay cork gag strapped tightly teeth wondered escaped suffocation although greyish pallor,2
beat men time today gone tomorrow appears vanishesheaven know add perplexity got redhaired giant seems even unscrupulous melun certainly bold way thinking bold stroke win confidence dealt bagley oh father cried kathleen can not believe nonsense dear suppose man hand glove melun come across bagley park accident one chance hundred million still chance urged kathleen dear little girl said premier gently patted cheek afraid trusting disposition though certainly advantage poor old father went depend arrangement besides otherwise know say suggested drive back downing street gad almost make one admire man think cool cheek drive back downing street indeed yet father spite really believe man honest see cut short something else tell yet lord penshurst eyed kathleen uneasily asked sad little laugh said lady kathleen moment felt unaccountably nervous shy afternoon roared premier afternoon tell would fellow flogged place gently father gently urged lady kathleen arent speaking rather loud suppose said,1
hanaud startled breaking unexpectedly loud laugh curious thing nothing whatever account hanaud standing front door courtyard outside one within view within hall jim monsieur bex talking seriously low voice hanaud laughing empty air laughter betokened strong sense relief lived year never noticed cried aloud sort amazement could anything capable notice hanaud noticed asked jim hanaud answer dashed back hall past frobisher companion vanished treasureroom closed door behind actually locked monsieur bex jerked chin high air eccentric one would dijon jim defending hanaud must act true replied whatever however keenly see row footlights front men like monsieur bex agreed like frenchman easy mind could place man category something quite important jim continued swelling little pride felt quite fifteen minute bullring searching something somewhere told overlooked altogether reproached morning reluctance take suggestion people anxious help obviously injustice quite willing monsieur bex impressed little envious must think suggestion make hanaud said yes yes,3
morning something voice must startled mr goby worthy gentleman departed usual practice never looking person talking stole fleeting glance millionaire train go demanded van aldin blue train sir mr goby coughed spoke clock mantelpiece mademoiselle mirelle dancer parthenon went train ada mason story can not repeat often enough monsieur horror consternation deep sympathy feel thus carrge juge dinstruction addressed van aldin caux commissary made sympathetic noise throat van aldin brushed away horror consternation sympathy abrupt gesture scene examining magistrate room nice besides carrge commissary van aldin person room person spoke van aldin said desire actionswift action ah cried commissary yet presented van aldin hercule poirot doubtless heard although retired profession year name still household word one greatest living detective pleased meet poirot said van aldin falling back mechanically formula discarded year ago retired profession monsieur enjoy world little man made grandiloquent gesture poirot happened travelling blue train explained commissary kind,5
stocking none never heard abominable suggestion cried jim imagine event came home little rattled continued betty sent silly panicky telegram would recalled rose surface late telegram broke abruptly little rise inflexion sharp indraw breath asked changed voice speaking quietly slowly almost humorous appreciation cause fear question uttered quickly anxiety predominant voice yes repeated big heavily built man sauntering past great iron gate suddenly whipped courtyard fraction second idler strolling along path already disappearing big glass fan porch hanaud jim replied betty rose foot though spring released stood swaying nothing fear hanaud jim frobisher reassured shown two letter waberski first last friend listen said yesterday paris yesterday paris betty asked suddenly yes called upon srt word remembered particularly could repeat spoken little client lay pretty head upon pillow confident injustice done bell front door shrilled house jim finished dijon door betty asked stubbornly one question jim must answer received confidence hanaud,3
posed stranger heard house let furnished thought might suit purpose inquiry directed particular end failed achieve time theory said paid deposit secured possession key enabled visit place alone fortunate enough obtain evidence show imagination misled curious morning recall respecting object borrowing large braceandbit object petrie bore series hole wainscoting various room gablesin inconspicuous position course dear smith cried merely adding mystification stood began pace room restless fashion crossexamined weymouth closely regarding phenomenon bellringing exhaustive search premise led discovery house excellent condition groundfloor attic solitary crevice large enough admit passage mouse suppose must staring foolishly indeed nayland smith burst one sudden laugh mouse said petrie cried braceandbit rectified matter made hole mentioned set trap baited piece succulent toasted cheese open grip light last dawning upon mental darkness pounced upon grip stood upon chair near window opened sickly smell cooked cheese assailed nostril mind finger cried smith still set possibly grip began,2
last clue opportunity certain must come hand nine oclock however much done scarcely able take charge matter better leave already taken measure ought prove effective though shall act carefully cautiously lord penshurst dragged sitting posture turned blurred scared old eye westerhams resolute face clenched fist beat excitedly coverlet dont let fiend escape oh strength could kill could kill westerham best soothe fear said shall let slip finger time heaven judge u meet premier clutched hand appealing childish way dont spare dont spare cried there fear said westerham rose go regained prime minister study sent map london minute studied close attention guessed man risking much emissary appointed melun would take good care provide sure certain mean escape doubtful would trust swiftness foot chance catching passing omnibus losing underground likelihood though might walk actual place appointment would probably drive neighbouring spot motorcar upon reasonable assumption westerham based plan difficulty knew full well,1
write beautiful eastern girl can not suppose reader curiosity respecting moment fate freed awful servitude therefore shall dealt episode marked voyage egypti opened negotiation regard practice cairoi may honourably lay pen episode opened dramatically upon second night voyage marseille chapter xxxi shadow lie upon suppose awake readily following nervous vigilance past six month tired nerve enjoyment relaxation rapidly recuperating longer feared awaken find knife throat longer dreaded darkness foe voice may calling indeed calling time hazily conscious finally awoke ere new sense security came reassure old sense impending harm set heart leaping nervously always certain physical panic attendant upon awakening still night especially novel surroundings sat abruptly clutching rail berth listening soft thudding cabin door voice low urgent cry name porthole moonlight streamed room save remote soothing throb inseparable progress great steamship nothing else disturbed stillness might floated lonely upon bosom mediterranean drumming door urgent appeal dr petrie dr petrie,2
tried let prejudice nelda greeted trowelful sweetness dash bedroombait gladys waved vacant seat right summoned maid serving breakfast rand indicated preference fruit found else eat inquired others oh freds still dressing hell minute nelda told geraldine wont never eats breakfast varcek winced slightly shifted subject inquiring rand professional antiquesexpert im lilypure amateur rand told took job collection im supposed something authority business operating private detective agency armsexpert varcek inquired making sort detective investigation thats right rand assured practically paid vacation first time ever handled anything like real pleasure working something really enjoy change varcek nodded yes understand work instance would continue research even independently wealthy sort work unnecessary tell colonel rand youre working nelda urged varcek gave small mirthless laugh oh colonel rand would interested would pistol objected turned rand series experiment chemical nature life said another perfunctory chuckle trying recreate frankenstein monster fact working fruit fly something heredity rand,0
tortha karf enthused wait moment ill message police terminal rocket ready ill need hypnomech kharanda vall said dalla know acalan shook head turned back tortha karf look fourhour rocket hop novilan equivalent say hypnomech machine installed rocket dalla take language lesson way ready go work soon land good idea tortha karf approved ill order done right away oddly enough wasnt feeling angry committed vall come think never police terminal time line people outside paratime police ever always wanted learn valls work participate shed made refuse would something ugly time would dwarma sector way big circular conveyer room crowded every minute every day past ten thousand year great circular desk center departing returning police officer checking flattopped cylindrical robot clerk talking human attendant regulation green uniform others like civilian clothes outtime costume paratime fringed robe clothofgold sash conical cap second level khiftan sector fourth level protoaryan mail helmet short tunic kilt,6
badly hear tell ruth quiet simplicity millionaire manner appealed katherine strongly felt presence genuine grief real absence outward sign drew forward chair sit tell poirot knighton retired discreetly room katherine van aldin left alone together found difficulty task quite simply naturally related conversation ruth kettering word word nearly could listened silence leaning back chair one hand shading eye finished said quietly thank dear sat silent minute two katherine felt word sympathy would place millionaire spoke different tone grateful miss grey think something ease poor ruth mind last hour life want ask something knowm poirot told youabout scoundrel poor girl got mixed man spoke youthe man going meet judgment think might changed mind conversation think meant go back word cant honestly tell certainly come decision seemed cheerful consequence gave idea intended meet skunkwhether paris hyres katherine shook head said nothing ah said van aldin thoughtfully important point well time show got,5
burke seems think likely market police authority see snapped smith want see want go see reply think anticipates may make capture person person spying upon give particular several spoke sort gipsy girl short conversation one day fence divide cousin flower plantation lane adjoining gipsy girl whispered glancing rapidly smith think right doctor said weymouth slow smile kramanh asked way somewhere got write upon loose page notebook forget hear petrie rapped smith hear replied dont see special significance fact rapped smith didnt sit greater part last night thrashing weary brain nothing going british museum today confirm certain suspicion turned weymouth burke go back demanded abruptly returned hidden empty box reply oh never saw man funk life may good reason said good reason replied nayland smith grimly man really posse information inimical safety fumanchu escape doom mean miracle similar hitherto protected burke insists said weymouth point something come almost every night dusk,2
thats easy matter key lock produced fine pair plier deftly gripping end key turned without difficulty would make good burglar laughed superintendent collins opened door glanced round room semidarkness glare outside hard see anything moment empty grate large armchair seated familiar figure home secretary sir james watson huddled chair head curious angle body sinclair advance room stop said heaven sake dont go inside leave footmark whatever matter requires doctor wait telephone doctor glanced round room doesnt appear one ask housekeeper sinclair went head stair called delay called angrily muffled voice answered wheres telephone quick shouted sound heard stair mr simmons came cry stop said sinclair roughly telephone isnt one house sir said sir james taken away always rung collins getting impatient send one men doctor old woman good plenty round hurry man may life death sinclair dashed step called man duty returned breathless collins dragged two large mat door library,4
typewriting machine belonging simon harlowe absolute privacy htel de brebizart made game easy safe opportunity grew desire betty harlowe tasted power took one two people confidenceher maid francine maurice thevenet jeanne leclerc jean cladel useful personageand started circle grew blackmail followed blackmail betty harlowe understand little queen became big slave must provide thevenet mistress espinosa car house jeanne leclerc luxury anonymous letter become blackmailing letter maurice thevenet know police side dijon province jeanne leclerc afriend shall sayin director insurance company believe blackmailer nothing important know accurately financial resource oneslet u say client thus game went merrily money wanted couldnt raised betty harlowe looked around dijon one moment exploit yes one person let u betty harlowe justice believe suggestion came promising young novice maurice thevenet person monsieur frobisher even jim frobisher unable guess truth led though hanauds exposition madame harlowe hanaud explained jim frobisher started back horror disbelief continued yes madame,3
kind ramshackle case gresham since picked entry wont want scratch damn wish could think walter could sold pistol well river wasnt involved somehow killed pierre wondered hey maybe walter sold pistol umholtz he big crook river quite smart rand nodded thoughtfully maybe suppose river found tried declare stuff would worth least ten thousand doubt whoever bought paid walter two umholtzrivers income bracket difference might worth killing thats right umholtz infantry war served twentyeighth division trained use bayonet hed pick short mauser weight balance springfield well know killer wouldnt need trained use bayonet rand pointed mick mckenna made point afternoon lot warmovies showed bayonet fighting pretty nearly everybody know technique used unarmed probably unsuspecting victim like river great deal proficiency wouldnt needed slowed car road asked yes thats place pierre pointed whitewalled redroofed house lay hillside mile ahead making vivid spot dull gray green early april landscape consisted square twostory block,0
